"COUNTRY","YEAR","URBAN","PERWT","AGE","SEX","EDATTAIN","EDATTAIND","EMPSTAT","EMPSTATD","WGCARE","WGCOGN","WGCOMM","WGHEAR","WGMOBIL","WGVISION"
716,2012,1,20,42,1,2,221,1,100,NA,NA,NA,4,NA,2
716,2012,1,20,49,1,1,120,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,1,2,0,0,0,0,NA,NA,NA,1,NA,1
716,2012,1,20,11,1,1,120,3,330,NA,NA,NA,1,NA,1
716,2012,2,20,3,1,1,110,0,0,NA,NA,NA,1,NA,1
716,2012,2,20,23,1,3,311,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,36,1,1,120,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,7,1,1,120,0,0,NA,NA,NA,1,NA,1
716,2012,1,20,58,1,2,212,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,17,2,2,212,3,330,NA,NA,NA,1,NA,1
716,2012,1,20,8,2,1,120,0,0,NA,NA,NA,1,NA,1
716,2012,2,20,1,1,0,0,0,0,NA,NA,NA,1,NA,1
716,2012,2,20,27,2,2,212,3,310,NA,NA,NA,1,NA,1
716,2012,1,20,13,2,2,212,3,330,NA,NA,NA,1,NA,1
716,2012,2,20,37,1,2,221,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,2,1,0,0,0,0,NA,NA,NA,1,NA,1
716,2012,1,20,13,2,1,120,3,330,NA,NA,NA,1,NA,1
716,2012,2,20,50,1,3,322,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,37,1,2,212,1,100,NA,NA,NA,1,NA,1
716,2012,2,20,27,2,3,311,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,2,1,0,0,0,0,NA,NA,NA,1,NA,1
716,2012,1,20,25,1,2,221,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,4,2,1,110,0,0,NA,NA,NA,1,NA,1
716,2012,1,20,11,1,1,120,3,330,NA,NA,NA,1,NA,1
716,2012,1,20,32,1,2,212,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,31,1,2,221,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,18,2,2,221,3,310,NA,NA,NA,1,NA,1
716,2012,2,20,52,1,1,120,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,40,2,3,322,1,100,NA,NA,NA,1,NA,1
716,2012,2,20,17,2,2,221,3,330,NA,NA,NA,1,NA,1
716,2012,1,20,34,1,2,221,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,3,2,1,110,0,0,NA,NA,NA,1,NA,1
716,2012,2,20,10,2,1,120,3,330,NA,NA,NA,1,NA,1
716,2012,2,20,9,2,1,110,0,0,NA,NA,NA,1,NA,1
716,2012,1,20,27,1,1,110,3,390,NA,NA,NA,1,NA,1
716,2012,1,20,1,1,0,0,0,0,NA,NA,NA,1,NA,1
716,2012,1,20,48,2,1,120,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,10,2,1,120,3,330,NA,NA,NA,1,NA,1
716,2012,2,20,26,2,2,212,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,48,2,2,212,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,79,2,1,110,3,320,NA,NA,NA,4,NA,2
716,2012,1,20,20,2,2,221,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,76,2,1,120,1,100,NA,NA,NA,1,NA,2
716,2012,1,20,9,2,1,120,0,0,NA,NA,NA,1,NA,1
716,2012,1,20,8,1,1,110,0,0,NA,NA,NA,1,NA,1
716,2012,2,20,5,1,0,0,0,0,NA,NA,NA,1,NA,1
716,2012,1,20,4,2,1,110,0,0,NA,NA,NA,1,NA,1
716,2012,1,20,21,1,1,120,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,23,2,2,221,3,310,NA,NA,NA,1,NA,1
716,2012,2,20,14,1,2,212,3,330,NA,NA,NA,1,NA,1
716,2012,2,20,43,1,3,322,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,17,2,2,221,3,330,NA,NA,NA,1,NA,1
716,2012,1,20,0,2,0,0,0,0,NA,NA,NA,1,NA,1
716,2012,1,20,1,2,0,0,0,0,NA,NA,NA,1,NA,1
716,2012,1,20,20,1,1,110,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,74,1,1,120,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,40,2,2,212,3,310,NA,NA,NA,1,NA,1
716,2012,1,20,1,1,0,0,0,0,NA,NA,NA,1,NA,1
716,2012,1,20,40,1,2,221,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,31,2,2,212,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,15,1,2,212,3,330,NA,NA,NA,1,NA,1
716,2012,1,20,2,2,0,0,0,0,NA,NA,NA,1,NA,1
716,2012,2,20,51,1,2,221,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,55,1,2,212,1,100,NA,NA,NA,4,NA,1
716,2012,1,20,47,2,1,120,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,13,2,2,212,3,330,NA,NA,NA,1,NA,1
716,2012,2,20,0,2,0,0,0,0,NA,NA,NA,1,NA,1
716,2012,1,20,2,1,0,0,0,0,NA,NA,NA,1,NA,1
716,2012,2,20,26,2,2,221,1,100,NA,NA,NA,1,NA,1
716,2012,2,20,35,1,2,221,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,10,2,1,120,3,330,NA,NA,NA,1,NA,1
716,2012,1,20,11,1,1,120,3,330,NA,NA,NA,1,NA,1
716,2012,2,20,8,2,1,120,0,0,NA,NA,NA,1,NA,1
716,2012,1,20,18,2,2,212,3,320,NA,NA,NA,1,NA,1
716,2012,1,20,11,1,1,120,3,330,NA,NA,NA,1,NA,1
716,2012,1,20,0,2,0,0,0,0,NA,NA,NA,1,NA,1
716,2012,1,20,10,1,1,120,3,330,NA,NA,NA,1,NA,1
716,2012,1,20,36,2,1,120,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,9,2,1,120,0,0,NA,NA,NA,1,NA,1
716,2012,2,20,42,1,2,221,1,100,NA,NA,NA,1,NA,1
716,2012,1,20,17,1,2,212,3,330,NA,NA,NA,1,NA,1
716,2012,1,20,10,1,1,120,3,330,NA,NA,NA,1,NA,1
740,2012,NA,10,21,1,2,221,1,100,1,1,1,1,1,1
740,2012,NA,10,48,1,2,221,1,100,1,1,1,1,1,2
740,2012,NA,10,53,1,2,221,1,100,1,1,1,1,1,1
740,2012,NA,10,30,2,4,400,1,100,1,1,1,1,1,1
740,2012,NA,10,20,1,3,321,3,330,1,1,1,1,1,1
740,2012,NA,10,1,2,0,0,0,0,1,1,1,1,1,1
740,2012,NA,10,51,1,1,110,1,100,1,1,1,1,1,1
740,2012,NA,10,22,2,2,221,1,100,1,1,1,1,1,1
740,2012,NA,10,1,2,0,0,0,0,1,1,1,1,1,1
740,2012,NA,10,31,1,3,322,1,100,1,1,1,1,1,1
740,2012,NA,10,3,2,0,0,0,0,1,1,1,1,1,1
740,2012,NA,10,47,2,2,212,3,310,1,1,1,1,1,1
740,2012,NA,10,76,2,2,212,0,0,3,2,1,1,3,3
740,2012,NA,10,22,1,9,999,3,390,8,8,8,8,8,8
740,2012,NA,10,43,2,2,221,3,310,1,1,1,1,1,1
740,2012,NA,10,45,1,2,221,1,100,1,1,1,1,1,1
740,2012,NA,10,31,2,9,999,3,310,1,1,1,1,1,1
740,2012,NA,10,16,2,2,221,3,330,1,1,1,1,1,1
740,2012,NA,10,35,2,3,322,1,100,1,1,1,1,1,1
740,2012,NA,10,15,1,2,212,3,320,1,1,1,1,1,1
740,2012,NA,10,18,1,2,221,3,330,1,1,1,1,1,1
740,2012,NA,10,81,2,2,212,0,0,1,1,1,1,2,1
740,2012,NA,10,56,1,1,110,2,200,1,1,1,1,2,3
740,2012,NA,10,28,1,2,212,1,100,1,1,1,1,1,1
740,2012,NA,10,11,1,2,212,0,0,1,1,1,1,1,1
740,2012,NA,10,32,2,3,322,1,100,1,1,1,1,1,1
740,2012,NA,10,24,1,9,999,3,390,1,1,1,1,1,1
740,2012,NA,10,45,2,2,212,3,390,1,1,1,1,1,1
740,2012,NA,10,41,2,1,110,1,100,1,1,1,1,1,1
740,2012,NA,10,79,1,1,110,0,0,1,1,1,1,1,1
740,2012,NA,10,28,1,9,999,3,390,8,8,8,8,8,8
740,2012,NA,10,36,2,2,212,1,100,1,1,1,1,1,1
740,2012,NA,10,8,1,1,110,0,0,1,1,1,1,1,1
740,2012,NA,10,16,2,2,221,3,310,1,1,1,1,1,1
740,2012,NA,10,22,1,2,221,1,100,1,1,1,1,1,1
740,2012,NA,10,32,2,2,221,3,310,1,1,1,1,1,1
740,2012,NA,10,80,2,2,212,0,0,1,1,1,1,3,1
740,2012,NA,10,16,2,2,221,3,330,8,8,8,8,8,8
740,2012,NA,10,1,2,0,0,0,0,1,1,1,1,1,1
740,2012,NA,10,35,2,3,322,1,100,1,1,1,1,1,1
740,2012,NA,10,18,2,9,999,3,390,8,8,8,8,8,8
740,2012,NA,10,26,2,2,212,2,200,1,1,1,1,1,1
740,2012,NA,10,16,1,2,212,1,100,1,1,1,1,1,1
740,2012,NA,10,16,1,2,221,3,330,1,1,1,1,1,1
740,2012,NA,10,29,2,2,221,3,310,1,1,1,1,1,1
740,2012,NA,10,46,2,2,221,1,100,1,1,1,1,1,2
740,2012,NA,10,81,2,1,110,0,0,1,1,1,1,1,1
740,2012,NA,10,2,2,0,0,0,0,1,1,1,1,1,1
740,2012,NA,10,5,1,1,110,0,0,1,1,1,1,1,1
740,2012,NA,10,26,2,3,322,1,100,1,1,1,1,1,1
740,2012,NA,10,17,1,9,999,3,390,8,8,8,8,8,8
740,2012,NA,10,48,1,2,212,1,100,1,1,1,1,1,1
740,2012,NA,10,45,2,2,212,1,100,1,1,1,1,1,2
740,2012,NA,10,22,2,2,221,3,310,1,1,1,1,1,1
740,2012,NA,10,1,1,0,0,0,0,1,1,1,1,1,1
740,2012,NA,10,18,1,2,212,2,200,1,1,1,1,1,1
740,2012,NA,10,27,1,9,999,1,100,1,1,1,1,1,1
740,2012,NA,10,51,2,2,212,3,310,1,3,1,1,2,1
740,2012,NA,10,24,1,9,999,1,100,1,1,1,1,1,1
740,2012,NA,10,36,2,2,212,3,390,1,1,1,1,1,1
740,2012,NA,10,18,1,2,221,3,330,1,1,1,1,1,1
740,2012,NA,10,29,2,2,212,3,310,1,1,1,1,1,1
740,2012,NA,10,2,2,0,0,0,0,1,1,1,1,1,1
740,2012,NA,10,14,2,2,221,0,0,1,1,1,1,1,1
740,2012,NA,10,29,2,3,322,1,100,1,1,1,1,1,1
740,2012,NA,10,44,2,2,221,1,100,1,1,1,1,1,1
740,2012,NA,10,16,1,2,212,3,330,1,1,1,1,1,1
740,2012,NA,10,16,2,2,221,3,330,1,1,1,1,1,1
740,2012,NA,10,23,2,3,311,3,330,1,1,1,1,1,1
740,2012,NA,10,29,2,2,221,3,310,1,1,1,1,1,1
740,2012,NA,10,4,2,1,110,0,0,1,1,1,1,1,1
740,2012,NA,10,31,1,2,221,1,100,1,1,1,1,1,1
740,2012,NA,10,3,1,0,0,0,0,1,1,1,1,1,1
740,2012,NA,10,23,1,2,221,1,100,1,1,1,1,1,1
740,2012,NA,10,14,2,2,221,0,0,1,1,1,1,1,1
740,2012,NA,10,68,1,2,221,0,0,1,1,1,1,1,1
740,2012,NA,10,49,2,2,212,2,200,1,1,1,1,1,1
740,2012,NA,10,27,1,2,221,1,100,1,1,1,1,1,1
740,2012,NA,10,24,2,3,311,2,200,1,1,1,1,1,1
740,2012,NA,10,25,1,2,221,1,100,1,1,1,1,1,2
740,2012,NA,10,17,2,3,311,3,330,1,1,1,1,1,1
740,2012,NA,10,16,1,2,221,3,330,1,1,1,1,1,1
740,2012,NA,10,29,1,2,221,1,100,1,1,1,1,1,1
740,2012,NA,10,10,2,2,212,0,0,1,1,1,1,1,1
740,2012,NA,10,25,2,4,400,1,100,1,1,1,1,1,1
740,2012,NA,10,8,1,2,212,0,0,1,1,1,1,1,1
740,2012,NA,10,7,1,1,110,0,0,1,1,1,1,1,1
740,2012,NA,10,55,1,3,321,1,100,1,1,1,1,1,3
740,2012,NA,10,3,2,0,0,0,0,1,1,1,1,1,1
740,2012,NA,10,11,2,2,212,0,0,1,1,1,1,1,1
740,2012,NA,10,48,1,2,221,3,320,1,1,1,1,1,1
740,2012,NA,10,35,2,3,311,1,100,1,2,1,1,1,2
740,2012,NA,10,17,2,2,221,3,330,1,1,1,1,1,1
740,2012,NA,10,21,2,9,999,3,330,1,1,1,1,1,1
740,2012,NA,10,35,1,2,221,1,100,1,1,1,1,1,1
740,2012,NA,10,22,2,2,221,3,310,1,1,1,1,1,1
740,2012,NA,10,48,1,2,221,1,100,1,1,1,1,1,1
740,2012,NA,10,34,2,3,311,3,310,1,1,1,1,1,1
740,2012,NA,10,49,1,2,221,2,200,1,1,1,1,1,1
740,2012,NA,10,25,1,3,311,1,100,1,1,1,1,1,1
780,2011,NA,11.4,4,1,1,110,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,23,2,3,322,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,19,1,2,221,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,56,1,2,212,3,390,NA,1,1,1,1,1
780,2011,NA,11.4,6,2,1,120,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,8,1,1,120,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,12,2,2,221,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,60,1,1,120,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,35,1,3,311,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,19,2,3,311,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,55,2,2,212,3,310,NA,1,1,1,1,1
780,2011,NA,11.4,6,2,1,110,0,0,NA,9,4,9,4,9
780,2011,NA,11.4,59,2,3,311,3,344,NA,1,1,1,1,1
780,2011,NA,11.4,38,1,3,312,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,8,1,1,120,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,75,1,2,212,3,344,NA,1,1,1,1,1
780,2011,NA,11.4,29,1,1,120,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,62,1,3,311,3,344,NA,1,1,1,1,1
780,2011,NA,11.4,9,1,1,110,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,74,2,2,212,3,345,NA,1,1,1,1,1
780,2011,NA,11.4,2,2,1,110,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,37,2,4,400,9,999,NA,8,8,8,8,8
780,2011,NA,11.4,6,2,1,120,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,19,2,2,221,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,23,2,3,322,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,28,1,2,212,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,29,1,3,311,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,46,1,2,212,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,88,2,3,322,3,344,NA,1,1,1,1,1
780,2011,NA,11.4,45,2,3,311,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,50,2,4,400,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,29,1,3,311,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,24,1,3,311,2,210,NA,1,1,1,1,1
780,2011,NA,11.4,0,1,1,110,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,25,2,3,311,3,310,NA,1,1,1,1,1
780,2011,NA,11.4,68,1,1,120,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,999,2,0,0,0,0,NA,9,9,9,9,9
780,2011,NA,11.4,2,1,1,110,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,1,1,1,110,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,23,1,3,311,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,65,2,2,212,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,49,2,3,322,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,24,2,0,0,0,0,NA,9,9,9,9,9
780,2011,NA,11.4,13,2,2,221,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,19,1,2,221,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,8,2,1,120,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,15,2,2,221,3,330,NA,1,1,1,1,1
780,2011,NA,11.4,30,1,3,311,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,52,1,2,212,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,42,1,3,322,1,110,NA,9,9,9,9,3
780,2011,NA,11.4,15,2,2,221,3,330,NA,1,1,1,1,1
780,2011,NA,11.4,56,2,3,322,3,344,NA,9,9,9,3,9
780,2011,NA,11.4,22,2,3,311,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,40,2,2,212,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,19,2,3,322,3,330,NA,1,1,1,1,1
780,2011,NA,11.4,30,2,2,221,3,310,NA,9,9,9,2,3
780,2011,NA,11.4,42,1,3,312,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,33,1,2,212,9,999,NA,8,8,8,8,8
780,2011,NA,11.4,72,2,2,212,3,345,NA,1,1,1,1,1
780,2011,NA,11.4,65,1,2,212,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,32,2,3,311,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,93,2,9,999,3,345,NA,1,1,1,1,1
780,2011,NA,11.4,24,1,3,311,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,65,1,2,212,3,344,NA,1,1,1,1,1
780,2011,NA,11.4,64,1,1,120,3,344,NA,9,9,9,9,2
780,2011,NA,11.4,31,1,3,311,1,110,NA,8,8,8,8,8
780,2011,NA,11.4,50,1,3,311,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,27,1,2,221,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,11,1,2,212,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,30,2,3,311,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,6,2,1,120,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,6,1,1,120,0,0,NA,8,8,8,8,8
780,2011,NA,11.4,21,2,3,312,3,330,NA,1,1,1,1,1
780,2011,NA,11.4,7,1,1,120,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,53,2,3,312,3,310,NA,1,1,1,1,1
780,2011,NA,11.4,1,1,1,110,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,36,1,3,311,2,240,NA,1,1,1,1,1
780,2011,NA,11.4,54,1,4,400,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,5,2,1,120,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,42,1,1,120,9,999,NA,8,8,8,8,8
780,2011,NA,11.4,44,2,3,311,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,37,2,2,221,3,310,NA,1,1,1,1,1
780,2011,NA,11.4,16,1,2,221,3,390,NA,1,1,1,1,1
780,2011,NA,11.4,35,1,2,221,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,30,1,3,322,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,75,2,2,212,3,345,NA,1,1,1,1,1
780,2011,NA,11.4,30,1,3,312,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,17,1,3,311,3,330,NA,1,1,1,1,1
780,2011,NA,11.4,2,2,1,110,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,66,2,2,212,3,310,NA,1,1,1,1,1
780,2011,NA,11.4,21,1,2,212,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,21,2,3,311,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,7,1,1,120,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,25,1,3,311,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,8,1,1,120,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,54,2,2,212,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,78,2,1,110,3,345,NA,9,9,9,2,9
780,2011,NA,11.4,56,1,2,212,1,110,NA,1,1,1,1,1
780,2011,NA,11.4,10,1,1,120,0,0,NA,1,1,1,1,1
780,2011,NA,11.4,23,2,3,322,1,110,NA,1,1,1,1,1
800,2014,2,10,42,1,1,120,1,100,NA,1,NA,1,1,1
800,2014,1,10,12,1,1,120,3,330,NA,1,NA,1,1,1
800,2014,1,10,8,2,1,120,0,0,NA,1,NA,1,1,1
800,2014,1,10,28,2,1,110,3,310,NA,1,NA,1,1,1
800,2014,1,10,20,2,1,110,1,100,NA,1,NA,1,1,1
800,2014,1,10,23,1,2,212,2,200,NA,1,NA,1,1,1
800,2014,1,10,49,1,1,120,1,100,NA,1,NA,1,2,2
800,2014,1,10,20,1,2,212,1,100,NA,1,NA,1,1,1
800,2014,1,10,33,2,1,110,1,100,NA,1,NA,1,1,1
800,2014,1,10,24,2,2,212,1,100,NA,1,NA,1,1,1
800,2014,1,10,13,1,2,212,3,330,NA,1,NA,1,1,1
800,2014,1,10,32,1,3,311,3,390,NA,1,NA,1,1,1
800,2014,1,10,1,1,0,0,0,0,NA,9,NA,9,9,9
800,2014,1,10,40,2,1,120,1,100,NA,1,NA,1,1,1
800,2014,2,10,8,1,1,110,0,0,NA,2,NA,1,1,1
800,2014,1,10,20,2,2,212,1,100,NA,1,NA,1,1,2
800,2014,1,10,16,1,2,212,1,100,NA,1,NA,1,1,1
800,2014,2,10,10,1,1,120,1,100,NA,1,NA,1,1,1
800,2014,1,10,18,1,2,212,1,100,NA,1,NA,1,1,1
800,2014,1,10,2,1,0,0,0,0,NA,1,NA,1,1,1
800,2014,1,10,12,1,1,120,3,330,NA,1,NA,1,1,1
800,2014,2,10,35,1,2,212,1,100,NA,1,NA,1,1,1
800,2014,1,10,21,2,2,221,3,310,NA,1,NA,1,1,1
800,2014,2,10,2,2,0,0,0,0,NA,1,NA,1,1,1
800,2014,1,10,18,2,2,221,3,330,NA,1,NA,1,1,1
800,2014,1,10,6,1,1,110,0,0,NA,1,NA,1,1,1
800,2014,1,10,3,1,1,110,0,0,NA,1,NA,1,1,1
800,2014,2,10,28,1,2,221,3,390,NA,1,NA,1,1,1
800,2014,2,10,2,2,0,0,0,0,NA,1,NA,1,1,1
800,2014,1,10,24,1,2,212,1,100,NA,1,NA,1,1,1
800,2014,1,10,13,2,1,120,3,330,NA,1,NA,1,1,1
800,2014,1,10,6,1,1,110,0,0,NA,1,NA,1,1,1
800,2014,1,10,0,1,0,0,0,0,NA,9,NA,9,9,9
800,2014,1,10,13,2,1,120,1,100,NA,1,NA,1,1,1
800,2014,2,10,35,1,4,400,1,100,NA,1,NA,1,1,1
800,2014,1,10,95,1,2,221,1,100,NA,1,NA,1,1,1
800,2014,1,10,17,2,2,212,3,330,NA,2,NA,1,1,1
800,2014,2,10,23,2,3,311,3,310,NA,1,NA,1,1,1
800,2014,2,10,33,1,1,110,1,100,NA,1,NA,1,1,1
800,2014,2,10,20,2,2,221,1,100,NA,1,NA,1,1,1
800,2014,1,10,45,1,2,212,1,100,NA,1,NA,1,1,1
800,2014,1,10,55,1,1,110,1,100,NA,1,NA,1,1,1
800,2014,2,10,30,1,3,311,1,100,NA,1,NA,1,1,1
800,2014,1,10,37,1,2,212,1,100,NA,1,NA,1,1,1
800,2014,1,10,6,2,1,110,0,0,NA,1,NA,1,1,1
800,2014,1,10,0,1,0,0,0,0,NA,9,NA,9,9,9
800,2014,2,10,19,1,2,221,3,330,NA,1,NA,1,1,1
800,2014,1,10,0,2,0,0,0,0,NA,9,NA,9,9,9
800,2014,1,10,8,1,1,120,0,0,NA,1,NA,1,1,1
800,2014,1,10,23,1,1,120,1,100,NA,1,NA,1,1,2
800,2014,1,10,11,1,1,120,3,330,NA,1,NA,1,1,1
800,2014,2,10,14,2,2,212,3,330,NA,1,NA,1,1,1
800,2014,2,10,19,1,2,221,3,390,NA,1,NA,1,1,1
800,2014,1,10,16,2,1,120,1,100,NA,1,NA,1,1,1
800,2014,1,10,14,1,1,120,1,100,NA,1,NA,1,1,1
800,2014,1,10,5,2,1,110,0,0,NA,1,NA,1,1,1
800,2014,2,10,65,2,2,212,1,100,NA,1,NA,1,2,2
800,2014,1,10,1,1,0,0,0,0,NA,9,NA,9,9,9
800,2014,2,10,18,1,2,212,3,330,NA,1,NA,1,1,1
800,2014,2,10,28,1,2,212,1,100,NA,1,NA,1,1,1
